Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137344,-,-,-,37.49,-122.42,-8,88,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Dew Point,Wind Speed,Cloud Type
2010,1,1,0,30,11.600000000000001,0,0,0,89.60000000000001,9.9,3.2,7
2010,1,1,1,30,11.5,0,0,0,89.59,9.8,3.1,7
2010,1,1,2,30,11.5,0,0,0,89.11,9.8,3,7
2010,1,1,3,30,11.5,0,0,0,88.62,9.700000000000001,2.9000000000000004,6
2010,1,1,4,30,11.4,0,0,0,88.91,9.600000000000001,2.8000000000000003,7
2010,1,1,5,30,11.5,0,0,0,88.59,9.700000000000001,2.8000000000000003,6
2010,1,1,6,30,11.5,0,0,0,89.05,9.8,2.7,7
2010,1,1,7,30,11.8,0,0,0,88.2,9.9,2.8000000000000003,7
2010,1,1,8,30,12.3,5,0,5,86.95,10.200000000000001,2.8000000000000003,4
2010,1,1,9,30,12.700000000000001,119,283,208,86.68,10.5,3,8
2010,1,1,10,30,13,169,292,292,85.3,10.600000000000001,3.1,7
2010,1,1,11,30,13.200000000000001,199,47,221,84.4,10.600000000000001,2.9000000000000004,7
2010,1,1,12,30,13.600000000000001,203,44,224,83.31,10.8,2.6,7
2010,1,1,13,30,13.9,197,191,284,84.15,11.3,2.4000000000000004,7
2010,1,1,14,30,13.8,144,34,156,86.88,11.700000000000001,2.2,3
2010,1,1,15,30,13.700000000000001,85,1,85,88.97,11.9,2,3
2010,1,1,16,30,13,26,356,56,93.87,12,1.4000000000000001,1
