Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137344,-,-,-,37.49,-122.42,-8,88,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Dew Point,Wind Speed,Cloud Type
2005,1,1,0,30,10.100000000000001,0,0,0,76.10000000000001,6.1000000000000005,4.5,3
2005,1,1,1,30,10,0,0,0,75.98,6,4.1000000000000005,1
2005,1,1,2,30,9.8,0,0,0,75.26,5.6000000000000005,3.6,4
2005,1,1,3,30,9.700000000000001,0,0,0,72.74,5,3.2,1
2005,1,1,4,30,9.600000000000001,0,0,0,71.34,4.7,3.1,1
2005,1,1,5,30,9.5,0,0,0,71.38,4.6000000000000005,3.2,0
2005,1,1,6,30,9.600000000000001,0,0,0,72.03,4.800000000000001,3.3000000000000003,0
2005,1,1,7,30,10.100000000000001,0,0,0,72.01,5.300000000000001,3.4000000000000004,1
2005,1,1,8,30,10.9,5,0,5,73.59,6.4,3.6,4
2005,1,1,9,30,11.5,73,695,292,72.01,6.6000000000000005,3.9000000000000004,0
2005,1,1,10,30,11.8,67,848,424,70.06,6.5,4,0
2005,1,1,11,30,12,70,891,498,68.71000000000001,6.4,4,1
2005,1,1,12,30,12.3,71,897,512,66.72,6.300000000000001,4,1
2005,1,1,13,30,12.3,66,884,467,66.14,6.2,3.9000000000000004,1
2005,1,1,14,30,12.100000000000001,145,277,247,67.07000000000001,6.2,3.8000000000000003,2
2005,1,1,15,30,12,49,708,220,68.09,6.300000000000001,3.7,1
2005,1,1,16,30,10.9,26,0,26,76.39,6.9,2.9000000000000004,2
2005,1,1,17,30,10.600000000000001,0,0,0,77.71000000000001,6.9,2.8000000000000003,1
2005,1,1,18,30,10.5,0,0,0,78.57000000000001,6.9,2.7,1
2005,1,1,19,30,10.4,0,0,0,79.04,6.9,2.6,4
2005,1,1,20,30,10.4,0,0,0,79,6.9,2.6,4
2005,1,1,21,30,10.3,0,0,0,79.9,7,2.7,7
2005,1,1,22,30,10.200000000000001,0,0,0,80.82000000000001,7.1000000000000005,3,7
2005,1,1,23,30,10.200000000000001,0,0,0,82.26,7.300000000000001,3.2,7
2005,1,2,0,30,10.200000000000001,0,0,0,83.89,7.6000000000000005,3.4000000000000004,7
2005,1,2,1,30,10.100000000000001,0,0,0,85.05,7.7,3.4000000000000004,7
2005,1,2,2,30,10,0,0,0,86.3,7.800000000000001,3.4000000000000004,7
2005,1,2,3,30,9.9,0,0,0,86.75,7.800000000000001,3.4000000000000004,7
2005,1,2,4,30,9.9,0,0,0,87.2,7.9,3.3000000000000003,7
2005,1,2,5,30,10,0,0,0,87.74,8.1,3.2,7
2005,1,2,6,30,9.9,0,0,0,88.52,8.1,3,7
2005,1,2,7,30,9.9,0,0,0,88.34,8.1,2.8000000000000003,7
2005,1,2,8,30,9.9,3,0,3,88.78,8.1,2.7,7
2005,1,2,9,30,10,57,0,57,88.49,8.200000000000001,2.7,7
2005,1,2,10,30,9.9,40,0,40,87.82000000000001,8,2.5,7
2005,1,2,11,30,9.8,90,0,90,87.19,7.800000000000001,2.2,7
2005,1,2,12,30,9.600000000000001,132,0,132,86.91,7.5,1.9000000000000001,7
2005,1,2,13,30,9.4,133,0,133,86.39,7.2,1.8,7
2005,1,2,14,30,9.200000000000001,94,0,94,86,7,1.8,7
2005,1,2,15,30,9.1,66,0,66,85.56,6.800000000000001,1.8,7
2005,1,2,16,30,8.5,13,0,13,87.75,6.6000000000000005,1.4000000000000001,7
2005,1,2,17,30,8.5,0,0,0,85.5,6.2,1.2000000000000002,6
2005,1,2,18,30,8.6,0,0,0,83.60000000000001,6,1.1,7
2005,1,2,19,30,8.700000000000001,0,0,0,82.67,5.9,1,8
2005,1,2,20,30,8.700000000000001,0,0,0,82.8,5.9,1.1,7
2005,1,2,21,30,8.700000000000001,0,0,0,82.52,5.9,1.3,6
2005,1,2,22,30,8.6,0,0,0,82.09,5.7,1.6,8
2005,1,2,23,30,8.6,0,0,0,81.3,5.6000000000000005,1.8,4
2005,1,3,0,30,8.6,0,0,0,80.51,5.4,1.9000000000000001,8
2005,1,3,1,30,8.6,0,0,0,79.17,5.2,2,7
2005,1,3,2,30,8.700000000000001,0,0,0,77.08,4.9,1.9000000000000001,7
2005,1,3,3,30,8.700000000000001,0,0,0,76,4.7,1.8,7
2005,1,3,4,30,8.8,0,0,0,74.65,4.5,1.5,7
2005,1,3,5,30,9.1,0,0,0,72.10000000000001,4.3,0.9,8
2005,1,3,6,30,9.1,0,0,0,70.86,4.1000000000000005,0.8,8
2005,1,3,7,30,9.3,0,0,0,70.52,4.2,1.4000000000000001,7
2005,1,3,8,30,9.8,64,149,90,73.95,5.4,2.1,8
2005,1,3,9,30,10.200000000000001,94,476,245,72.32000000000001,5.4,2.4000000000000004,7
2005,1,3,10,30,10.4,60,881,432,70.85000000000001,5.300000000000001,2.3000000000000003,1
2005,1,3,11,30,10.600000000000001,192,351,362,68.77,5.1000000000000005,2.2,2
2005,1,3,12,30,11,198,355,374,66.04,4.9,2.1,2
2005,1,3,13,30,11.200000000000001,139,0,139,63.47,4.5,1.9000000000000001,4
2005,1,3,14,30,11.3,114,494,298,62.440000000000005,4.4,2,7
2005,1,3,15,30,11.3,85,319,164,64.07000000000001,4.800000000000001,2.2,8
2005,1,3,16,30,10.4,27,400,63,73.8,5.9,2.5,1
2005,1,3,17,30,9.9,0,0,0,76.3,5.9,2.9000000000000004,7
2005,1,3,18,30,9.600000000000001,0,0,0,80.65,6.4,3.2,7
2005,1,3,19,30,9.1,0,0,0,85.97,6.9,3.3000000000000003,7
2005,1,3,20,30,8.6,0,0,0,89.78,7,3.2,7
2005,1,3,21,30,8.3,0,0,0,91.13,6.9,2.9000000000000004,2
2005,1,3,22,30,8.200000000000001,0,0,0,90.63,6.800000000000001,2.4000000000000004,0
2005,1,3,23,30,8.3,0,0,0,88.51,6.5,1.8,1
2005,1,4,0,30,8.5,0,0,0,85.56,6.2,1.3,1
