Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137344,-,-,-,37.49,-122.42,-8,88,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Dew Point,Wind Speed,Cloud Type
2013,1,1,0,30,8.8,0,0,0,83.68,6.2,2.7,1
2013,1,1,1,30,9.1,0,0,0,86.65,7,2.8000000000000003,3
2013,1,1,2,30,9.5,0,0,0,88.44,7.7,2.7,1
2013,1,1,3,30,9.600000000000001,0,0,0,91.58,8.3,2.6,3
2013,1,1,4,30,9.4,0,0,0,94.72,8.6,3,4
2013,1,1,5,30,8.9,0,0,0,95.41,8.200000000000001,3.8000000000000003,3
2013,1,1,6,30,8.1,0,0,0,93.92,7.2,4.5,3
2013,1,1,7,30,7.6000000000000005,0,0,0,90.81,6.2,5.1000000000000005,3
2013,1,1,8,30,7.800000000000001,46,559,144,85.57000000000001,5.5,5.300000000000001,0
2013,1,1,9,30,8.700000000000001,62,759,302,78.42,5.2,5,0
2013,1,1,10,30,9.9,64,870,430,71.98,5.1000000000000005,4.6000000000000005,0
2013,1,1,11,30,10.8,67,908,504,66.86,4.9,4.4,0
2013,1,1,12,30,11.3,67,911,516,62.49,4.4,4.7,0
2013,1,1,13,30,11.600000000000001,66,892,471,58.64,3.8000000000000003,5.1000000000000005,0
2013,1,1,14,30,11.5,60,835,368,56.04,3,5.300000000000001,0
2013,1,1,15,30,11.4,49,721,224,54.72,2.6,5.4,0
2013,1,1,16,30,9.5,26,423,62,64.56,3.1,4.3,0
2013,1,1,17,30,8.700000000000001,0,0,0,65.33,2.6,3.8000000000000003,1
2013,1,1,18,30,8.5,0,0,0,63.58,2,3.3000000000000003,1
2013,1,1,19,30,8.4,0,0,0,61.97,1.5,3,0
2013,1,1,20,30,8.200000000000001,0,0,0,62.13,1.4000000000000001,2.9000000000000004,1
2013,1,1,21,30,8,0,0,0,63.33,1.5,2.9000000000000004,1
2013,1,1,22,30,7.7,0,0,0,65.48,1.6,3,1
2013,1,1,23,30,7.300000000000001,0,0,0,68.8,1.9000000000000001,3.3000000000000003,0
2013,1,2,0,30,6.9,0,0,0,72.87,2.4000000000000004,3.5,0
2013,1,2,1,30,6.4,0,0,0,78.32000000000001,2.9000000000000004,3.5,1
2013,1,2,2,30,5.9,0,0,0,82.37,3.1,3.4000000000000004,1
2013,1,2,3,30,5.4,0,0,0,85.4,3.1,3.3000000000000003,1
2013,1,2,4,30,5.1000000000000005,0,0,0,87.14,3.1,3.4000000000000004,1
2013,1,2,5,30,4.9,0,0,0,88.10000000000001,3.1,3.5,1
2013,1,2,6,30,4.800000000000001,0,0,0,88.11,3,3.4000000000000004,0
2013,1,2,7,30,5.5,0,0,0,83.61,2.9000000000000004,3.5,1
2013,1,2,8,30,6.9,40,647,152,78.17,3.4000000000000004,4,0
2013,1,2,9,30,8.200000000000001,54,821,314,73.64,3.8000000000000003,4.2,0
2013,1,2,10,30,9.8,60,904,441,69.81,4.5,3.9000000000000004,0
2013,1,2,11,30,11.5,63,938,515,60.85,4.2,3.5,0
2013,1,2,12,30,12.600000000000001,63,945,530,54.1,3.6,2.9000000000000004,0
2013,1,2,13,30,13.100000000000001,61,934,487,53.07,3.8000000000000003,2.2,0
2013,1,2,14,30,13.3,55,883,383,55.45,4.6000000000000005,1.4000000000000001,0
2013,1,2,15,30,13.3,45,770,234,57.31,5,1.1,0
2013,1,2,16,30,12,25,484,68,61.49,4.800000000000001,1,0
2013,1,2,17,30,11,0,0,0,59.99,3.5,1.6,1
2013,1,2,18,30,10.200000000000001,0,0,0,60.75,3,2.2,1
2013,1,2,19,30,9.4,0,0,0,64.48,3,2.5,0
2013,1,2,20,30,8.8,0,0,0,68.13,3.2,2.6,0
2013,1,2,21,30,8.3,0,0,0,71.23,3.4000000000000004,2.6,0
2013,1,2,22,30,7.800000000000001,0,0,0,74.18,3.5,2.5,3
2013,1,2,23,30,7.4,0,0,0,76.53,3.5,2.4000000000000004,0
2013,1,3,0,30,7.1000000000000005,0,0,0,78.51,3.6,2.3000000000000003,1
2013,1,3,1,30,6.800000000000001,0,0,0,80.79,3.7,2.4000000000000004,1
2013,1,3,2,30,6.5,0,0,0,83.23,3.9000000000000004,2.4000000000000004,1
2013,1,3,3,30,6.1000000000000005,0,0,0,86.09,3.9000000000000004,2.3000000000000003,1
2013,1,3,4,30,5.800000000000001,0,0,0,88.42,4,2.4000000000000004,1
2013,1,3,5,30,5.5,0,0,0,90.98,4.1000000000000005,2.6,4
2013,1,3,6,30,5.300000000000001,0,0,0,92.61,4.2,2.7,4
2013,1,3,7,30,5.9,0,0,0,88.88,4.2,2.7,3
2013,1,3,8,30,7.1000000000000005,41,613,147,83.69,4.5,2.9000000000000004,0
2013,1,3,9,30,8.3,57,783,305,79,4.9,3.1,0
2013,1,3,10,30,9.700000000000001,65,857,427,74.49,5.4,2.9000000000000004,0
2013,1,3,11,30,10.9,69,893,501,67.48,5.1000000000000005,2.7,0
2013,1,3,12,30,11.600000000000001,71,898,516,65.75,5.4,2.5,0
2013,1,3,13,30,12.3,66,884,471,62.92,5.4,2.2,0
2013,1,3,14,30,12.600000000000001,60,830,370,60.35,5.1000000000000005,2,0
2013,1,3,15,30,12.600000000000001,48,716,225,61.53,5.4,1.9000000000000001,0
2013,1,3,16,30,11,27,423,65,70.72,5.9,2.1,0
2013,1,3,17,30,10.100000000000001,0,0,0,70.5,5,2.5,1
2013,1,3,18,30,9.5,0,0,0,73.33,5,2.7,1
2013,1,3,19,30,8.9,0,0,0,77.28,5.1000000000000005,2.8000000000000003,1
2013,1,3,20,30,8.3,0,0,0,81.13,5.300000000000001,3,1
2013,1,3,21,30,7.9,0,0,0,83.35000000000001,5.300000000000001,3.1,0
2013,1,3,22,30,7.6000000000000005,0,0,0,84.63,5.2,3.1,3
2013,1,3,23,30,7.4,0,0,0,85.16,5.1000000000000005,3,1
2013,1,4,0,30,7.2,0,0,0,85.71000000000001,5,2.9000000000000004,0
2013,1,4,1,30,7,0,0,0,86.82000000000001,5,3.1,1
2013,1,4,2,30,6.6000000000000005,0,0,0,89.08,4.9,3.4000000000000004,4
2013,1,4,3,30,6.2,0,0,0,91.10000000000001,4.9,3.5,3
2013,1,4,4,30,5.800000000000001,0,0,0,93.42,4.800000000000001,3.5,4
2013,1,4,5,30,5.4,0,0,0,95.64,4.800000000000001,3.4000000000000004,7
2013,1,4,6,30,5.300000000000001,0,0,0,95.77,4.7,3.3000000000000003,0
2013,1,4,7,30,5.9,0,0,0,91.7,4.7,3.6,0
2013,1,4,8,30,7,64,142,89,86.71000000000001,4.9,3.9000000000000004,3
2013,1,4,9,30,8.1,124,234,198,82.09,5.2,3.9000000000000004,4
2013,1,4,10,30,9.700000000000001,66,850,426,76.78,5.800000000000001,3.8000000000000003,0
2013,1,4,11,30,11.3,70,886,499,69.99,6,3.4000000000000004,0
2013,1,4,12,30,12.600000000000001,69,898,515,65.97,6.4,2.8000000000000003,0
2013,1,4,13,30,13.3,66,877,469,64.75,6.800000000000001,2.1,0
2013,1,4,14,30,13.5,60,822,369,65.96000000000001,7.300000000000001,1.4000000000000001,0
2013,1,4,15,30,13.5,49,705,225,66.1,7.300000000000001,1,0
2013,1,4,16,30,12.600000000000001,27,423,66,66.15,6.4,0.4,0
2013,1,4,17,30,12,0,0,0,66.53,6,0.6000000000000001,0
2013,1,4,18,30,11.5,0,0,0,68.94,6,0.8,3
2013,1,4,19,30,11,0,0,0,70.69,5.9,1.1,1
2013,1,4,20,30,10.600000000000001,0,0,0,73.10000000000001,6,1.4000000000000001,0
2013,1,4,21,30,10.200000000000001,0,0,0,77.19,6.4,1.7000000000000002,1
2013,1,4,22,30,9.9,0,0,0,81.64,6.9,1.9000000000000001,0
2013,1,4,23,30,9.8,0,0,0,85.55,7.5,2.1,0
2013,1,5,0,30,9.700000000000001,0,0,0,87.92,7.800000000000001,2.4000000000000004,3
2013,1,5,1,30,9.700000000000001,0,0,0,88.24,7.800000000000001,2.7,1
2013,1,5,2,30,9.8,0,0,0,86.39,7.6000000000000005,2.9000000000000004,3
2013,1,5,3,30,9.9,0,0,0,84.85000000000001,7.5,3.1,4
2013,1,5,4,30,9.8,0,0,0,84.88,7.4,3.1,4
2013,1,5,5,30,9.8,0,0,0,84,7.2,3.1,3
2013,1,5,6,30,9.700000000000001,0,0,0,83.45,7,3,7
2013,1,5,7,30,10.100000000000001,0,0,0,80.62,6.9,3,4
2013,1,5,8,30,11,37,0,37,79.26,7.5,3.5,3
2013,1,5,9,30,11.700000000000001,12,0,12,77.98,8,4.4,4
2013,1,5,10,30,12,149,6,152,77.76,8.200000000000001,4.9,7
2013,1,5,11,30,12.3,167,6,169,77.39,8.5,5.300000000000001,7
2013,1,5,12,30,12.3,102,0,102,78.35000000000001,8.6,5.5,6
2013,1,5,13,30,12,113,0,113,80.79,8.8,5.5,6
2013,1,5,14,30,11.700000000000001,53,0,53,84.96000000000001,9.3,5.2,7
2013,1,5,15,30,11.600000000000001,59,0,59,88.18,9.700000000000001,5,7
2013,1,5,16,30,11.4,18,0,18,91.28,10,3.9000000000000004,7
2013,1,5,17,30,11.200000000000001,0,0,0,92.3,10,3.8000000000000003,4
2013,1,5,18,30,10.8,0,0,0,91.79,9.5,4.3,4
2013,1,5,19,30,10.600000000000001,0,0,0,89.29,8.9,4.5,4
2013,1,5,20,30,10.200000000000001,0,0,0,89.48,8.5,4.2,4
2013,1,5,21,30,10,0,0,0,88.87,8.200000000000001,4,7
2013,1,5,22,30,10,0,0,0,88.44,8.200000000000001,3.9000000000000004,4
2013,1,5,23,30,10.100000000000001,0,0,0,87.9,8.200000000000001,3.7,4
2013,1,6,0,30,10.100000000000001,0,0,0,88.52,8.3,3.2,4
2013,1,6,1,30,9.8,0,0,0,89.64,8.200000000000001,2.8000000000000003,7
2013,1,6,2,30,9.600000000000001,0,0,0,89.3,7.9,3.1,4
2013,1,6,3,30,9.4,0,0,0,90.41,7.9,4.1000000000000005,4
2013,1,6,4,30,8.9,0,0,0,92.98,7.800000000000001,5.4,7
2013,1,6,5,30,8.200000000000001,0,0,0,94.69,7.4,6.2,4
2013,1,6,6,30,7.6000000000000005,0,0,0,94.14,6.7,6,7
2013,1,6,7,30,7.6000000000000005,0,0,0,90.36,6.1000000000000005,5.300000000000001,7
2013,1,6,8,30,7.9,59,405,130,87.36,5.9,4.5,1
2013,1,6,9,30,8.4,55,0,55,84.63,6,3.8000000000000003,4
2013,1,6,10,30,9.4,119,0,119,79.68,6.1000000000000005,3.4000000000000004,4
2013,1,6,11,30,10.4,178,14,184,75.46000000000001,6.2,3.6,4
2013,1,6,12,30,10.9,223,101,273,73.63,6.4,3.7,4
2013,1,6,13,30,11.200000000000001,183,344,343,72.78,6.5,3.8000000000000003,2
2013,1,6,14,30,11.4,160,180,228,72.5,6.6000000000000005,3.7,2
2013,1,6,15,30,11.4,101,121,132,73.61,6.9,3.7,2
2013,1,6,16,30,10.700000000000001,32,0,32,80.37,7.5,3.3000000000000003,4
2013,1,6,17,30,10.3,0,0,0,82.72,7.5,3.5,1
2013,1,6,18,30,10.100000000000001,0,0,0,86.24,7.9,3.7,1
2013,1,6,19,30,9.700000000000001,0,0,0,90.41,8.200000000000001,3.6,3
2013,1,6,20,30,9.4,0,0,0,92.93,8.3,3.4000000000000004,1
2013,1,6,21,30,9.200000000000001,0,0,0,94.75,8.4,3.3000000000000003,1
2013,1,6,22,30,9.200000000000001,0,0,0,94.91,8.4,3.2,1
2013,1,6,23,30,9.1,0,0,0,95.53,8.4,3.3000000000000003,1
2013,1,7,0,30,9,0,0,0,96.33,8.4,3.5,1
