Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137344,-,-,-,37.49,-122.42,-8,88,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Dew Point,Wind Speed,Cloud Type
2008,1,1,0,30,6.800000000000001,0,0,0,74.25,2.5,5,0
2008,1,1,1,30,6.6000000000000005,0,0,0,76.15,2.7,5.2,1
2008,1,1,2,30,6.4,0,0,0,77.85000000000001,2.8000000000000003,5.4,0
2008,1,1,3,30,6.300000000000001,0,0,0,78.87,2.9000000000000004,5.5,0
2008,1,1,4,30,6.300000000000001,0,0,0,79.41,3,5.5,0
2008,1,1,5,30,6.4,0,0,0,79.47,3.1,5.6000000000000005,0
2008,1,1,6,30,6.6000000000000005,0,0,0,79.15,3.2,5.6000000000000005,1
2008,1,1,7,30,7,0,0,0,77.93,3.4000000000000004,5.7,1
2008,1,1,8,30,8,41,619,149,73.49,3.5,5.9,0
2008,1,1,9,30,9.3,57,788,306,66.97,3.5,5.5,0
2008,1,1,10,30,11,63,876,431,60.57,3.7,4.800000000000001,0
2008,1,1,11,30,12.8,66,912,504,56.980000000000004,4.5,3.9000000000000004,0
2008,1,1,12,30,14.5,66,919,518,52.19,4.800000000000001,3,0
2008,1,1,13,30,15.700000000000001,145,503,373,42.89,3.1,2.2,7
2008,1,1,14,30,15.700000000000001,101,550,303,40.77,2.4000000000000004,1.7000000000000002,7
2008,1,1,15,30,15.4,72,425,174,49.6,4.9,1.4000000000000001,8
2008,1,1,16,30,13.200000000000001,29,149,42,56.07,4.6000000000000005,1.9000000000000001,7
2008,1,1,17,30,12.100000000000001,0,0,0,60.53,4.7,2.1,3
